STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2019,,17282163,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2020,,17407585,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2021,,17475415,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2022,,17590672,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2023,,17811291,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2024,,17942942,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NL,Netherlands,2025,,18044027,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2014,,5109056,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2015,,5165802,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2016,,5213985,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2017,,5258317,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2018,,5295619,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2019,,5328212,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2020,,5367580,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2021,,5391369,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2022,,5425270,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2023,,5488984,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2024,,5550217,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,NO,Norway,2025,,5594340,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2014,,38017856,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2015,,38005614,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2016,,37967209,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2017,,37972964,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2018,,37976687,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2019,,37972812,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2020,,37958138,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2021,,37073357,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2022,,36889761,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2023,,36753736,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2024,,36620970,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PL,Poland,2025,,36497495,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2014,,10444092,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2015,,10395121,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2016,,10368554,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2017,,10344478,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2018,,10335770,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2019,,10333496,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2020,,10375395,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2021,,10394297,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2022,,10421117,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2023,,10516621,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2024,,10639726,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,PT,Portugal,2025,,10749635,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2014,,19947311,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2015,,19870647,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2016,,19760585,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2017,,19643949,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2018,,19533481,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2019,,19414458,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2020,,19328838,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2021,,19201662,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2022,,19042455,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2023,,19054548,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2024,,19067576,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RO,Romania,2025,,19036031,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2014,,7146759,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2015,,7114393,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2016,,7076372,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2017,,7040272,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2018,,7001444,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2019,,6963764,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2020,,6926705,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2021,,6871547,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2022,,6797105,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2023,,6641197,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2024,,6605168,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RS,Serbia,2025,,6567783,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,RU,Russia,2014,,143666931,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2014,,9644864,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2015,,9747355,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2016,,9851017,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2017,,9995153,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2018,,10120242,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2019,,10230185,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2020,,10327589,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2021,,10379295,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2022,,10452326,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2023,,10521556,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2024,,10551707,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SE,Sweden,2025,,10587710,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2014,,2061085,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2015,,2062874,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2016,,2064188,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2017,,2065895,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2018,,2066880,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2019,,2080908,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2020,,2095861,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2021,,2108977,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2022,,2107180,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2023,,2116972,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2024,,2123949,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SI,Slovenia,2025,,2130850,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2014,,5415949,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2015,,5421349,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2016,,5426252,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2017,,5435343,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2018,,5443120,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2019,,5450421,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2020,,5457873,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2021,,5459781,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2022,,5434712,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2023,,5428792,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2024,,5424687,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SK,Slovakia,2025,,5419451,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2014,,32520,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2015,,32789,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2016,,33005,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2017,,33196,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2018,,34453,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2019,,34590,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2020,,34735,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2021,,34805,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2022,,33698,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,SM,San Marino,2023,,33812,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2014,,76667864,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2015,,77695904,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2016,,78741053,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2017,,79814871,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2018,,80810525,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2019,,82003882,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2020,,83154997,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2021,,83614362,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2022,,84680273,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2023,,85279553,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2024,,85372377,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,TR,Türkiye,2025,,85664944,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2014,,45245894,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2015,,42759661,,b,break in time series,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2016,,42590879,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2017,,42414905,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2018,,42216766,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2019,,41983564,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2020,,41732779,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UA,Ukraine,2022,,40997698,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2014,,64351203,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2015,,64853393,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2016,,65379044,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2017,,65844142,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2018,,66273576,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2019,,66647112,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,UK,United Kingdom,2020,,67025542,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2014,,1820631,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2015,,1804944,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2016,,1771604,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2017,,1783531,,e,estimated,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2018,,1798506,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2019,,1795666,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2020,,1782115,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2021,,1798186,,,,,
dataflow,ESTAT:TPS00001(1.0),Population on 1 January,A,Annual,JAN,Population on 1 January - total,XK,Kosovo*,2022,,1773971,,,,,
